"uuid","latitude","longitude","interactions","street","reliability","start_time","end_time","share","cum_share"
"725fbe65-2a66-382e-b8a3-4b8a023b7364","-12.121815","-77.025247","6","Av. Paseo de la República","10","2019-02-28 21:48:00.000","2019-02-28 22:22:00.000","0.0055","0.6315307057745188"
"6472a334-45bb-341e-9892-c45ec3b67b32","-12.11103","-77.055023","6","Vía Expresa Costa Verde","10","2019-03-09 14:17:00.000","2019-03-09 14:30:00.000","0.0055","0.6370302474793768"
"4eb1f2cc-6785-30e8-8b68-2ca9172d9841","-12.125752","-77.029387","6","Av. José Larco","10","2019-03-13 20:08:00.000","2019-03-13 20:55:00.000","0.0055","0.6425297891842346"
"c5ad7aa1-1cf3-3ace-979f-a3d3cf66f8af","-12.126544","-77.037634","6","Vía Expresa Costa Verde","10","2019-05-20 01:21:00.000","2019-05-20 01:52:00.000","0.0055","0.6480293308890925"
"fe79d998-d76d-38ba-b6d6-ffcfec1b1c97","-12.127618","-77.013901","6","José Antonio Encinas","10","2019-05-28 23:00:00.000","2019-05-28 23:31:00.000","0.0055","0.6535288725939505"
"b9c9af3b-f3cd-3da3-81ef-0ea80c6b75b5","-12.130143","-77.024661","6","Av. Vasco Núñez de Balboa","10","2019-06-20 17:17:00.000","2019-06-20 18:03:00.000","0.0055","0.6590284142988084"
"4e797198-a64c-32da-b788-0f7115d3aea8","-12.138272","-77.027041","5","Acceso Vía Expresa Costa Verde > Callao","10","2018-11-07 13:52:00.000","2018-11-07 14:50:00.000","0.0046","0.6636113657195234"
"50852c70-1a48-3272-ac20-e50fd026a56a","-12.109809","-77.054325","5","Bajada San Martín","10","2018-11-07 21:11:00.000","2018-11-07 21:25:00.000","0.0046","0.6681943171402384"
"ee0e1028-b6d0-3991-a4e6-484a6fefc50a","-12.122795","-77.019806","5","Av. Ricardo Palma","10","2019-01-22 12:57:00.000","2019-01-22 13:00:00.000","0.0046","0.6727772685609532"
"fd336756-07ee-3d71-bb80-4f772edb8221","-12.124756","-77.022177","5","Av. Casimiro Ulloa","10","2019-02-05 01:17:00.000","2019-02-05 01:51:00.000","0.0046","0.6773602199816682"
"1414f93b-9214-3fed-981e-5c071d52307d","-12.122637","-77.01981","5","Av. Ricardo Palma","10","2019-03-19 14:55:00.000","2019-03-19 15:28:00.000","0.0046","0.6819431714023831"
"33e7472b-fc66-373e-b42a-ded0a89e176b","-12.105587","-77.03319","5","Av. Santa Cruz","10","2019-04-11 19:00:00.000","2019-04-11 20:03:00.000","0.0046","0.6865261228230981"
"747f1360-2886-3040-b449-d807996e92f5","-12.119944","-77.023794","5","Av. Ricardo Palma","10","2019-04-17 14:18:00.000","2019-04-17 15:11:00.000","0.0046","0.6911090742438131"
